user,location,text,sentiment,probability
losada_fk,,Se metieron con la generación que confía más en #Anonymous que en el gobierno.,Negativo,47
Hela77619750,,#Anonymous lo hizo otra vez y esto apenas es el comienzo. #SOSColombiaDDHH #esurgente #ColombiaEnAlertaRoja https://t.co/37QILW2j33,Positivo,60
jua11an,En una cancha de fútbol,"Se logro el cometido de que la comunidad internacional colocara la atención a la situación de Colombia, Grupos acti… https://t.co/Xa9UsfdZwT",Positivo,64
brannfonseca,,"@Minsugacolombia 
Vamos mis super poderosxs
A reventar ese Twitter al nivel K pop
#MasacreEnColombia… https://t.co/Gh5x6MIemL",Positivo,72
hernan_kmilo,Bogotá -  Ibague,Gracias  #Anonymous #soscolombia #SOSColombiaDDHH #Anonymous,Positivo,85
Andrea05765114,,#Anonymous agradecida Colombia con ud el gobierno nos está ignorando pero ahí están uds apoyandonos,Positivo,51
juligarciaco,Pereira,@AnonymousOpCOL Esto se puso bueno!!! #Anonymous https://t.co/uz4JPNVR66,Positivo,75
noc0ps,,"Intentos de Paraco para que la población de Colombia de divida.

VAYA A LAS PLAZAS DE MECADO Y CÓMPRELE AL CAMPESIN… https://t.co/L61Xrf3iW6",Positivo,61
_MiGuElMoRo,Barranquilla-Colombia,"Los miembros del ejército hackeados por  #Anonymous al enterarse que todos vieron que su contraseñas, y que no eran… https://t.co/Hr96wNqYcL",Positivo,65
Santiag37553229,"Medellín, Colombia",#Anonymous #ColombiaResiste RCN AMARILLISTA https://t.co/LVMu647fnR,Positivo,64
katavs,Planeta Tierra,NOS MIENTEN #UltimasNoticias #MasacreEnColombia #FuerzaCOLOMBIA #NosEstanMatando #NosEstanMasacrando… https://t.co/jz4rCh5Rtc,Positivo,64
LAUREN75782960,,"Mk Anonymous haciendo de las suyas te amamos, Qué todos sepan lo qué está pasando en colombia 🇨🇴 no nos vamos a que… https://t.co/SWHSc8V4S2",Positivo,69
MayraKa8,"Florencia, Colombia","Anonymous, te amamos 🙏🙇‍♀️
#NosEstanMasacrando #NosEstanMatando #Anonymous https://t.co/a17euLIeX7",Positivo,63
MiauBangtan,ღ Lee Felix ღ,marika la vaina esta tan mal que hasta #Anonymous aparecio sigo impactada,Negativo,62
Cammsuki,,Cuando estaba leyendo la página del ejército de una vez borraron toda la informaron #Anonymous https://t.co/7A1JVOnKpL,Positivo,67
dazaiosamukun04,  Bogotá,señores el #Anonymous tiene presencia en este pais https://t.co/hDeQ4evMnR,Positivo,60
ElUniversalCtg,"Cartagena, Colombia",#ULTIMAHORA A través de la cuenta de Twitter Anonymous Colombia compartió un listado de 168 cuentas distintas de in… https://t.co/p5yFYlkHm6,Positivo,63
linamurillo2895,,Y nadie lo muestra #SOSColombiaDDHH #ONUintervengaColombia #ONU #Anonymous https://t.co/FO5FgHX1Vu,Positivo,55
melnsy_,,"#Anonymous es lo mejor que le puedo pasar al mundo
#Colombia #ColombiaSOS #FuerzaCOLOMBIA
 https://t.co/6T3fnpb8pU",Positivo,79
AzulMontoya1,"Envigado, Colombia",#Anonymous donde puedo mandar la hoja de vida ? 🥲🥲 ya pase programación por muy duro que me diera,Positivo,54
NotCoolName1,,"Así aparece el wikipedia del Ejercito, grande.
#Anonymous #SOSColombiaDDHH https://t.co/BmfAxmDoCi",Positivo,71
LeiditaJ,Bogota/ Colombia!!,"#Anonymous hackeen ""Alo presidente""... perdón, Ni Prevención ni acción.... https://t.co/evCzLkhrp5",Positivo,71
andre5martinez_,"Tunja, Colombia.","Aguante #Anonymous✊🏽✊🏽✊🏽
Contra esos asesinos y violadores https://t.co/4xDSbgU8v4",Positivo,63
JUANDAV45328679,COLOMBIA,#Anonymous GRANDES GRACIAS POR APOYARNOS!!! 🇨🇴✊,Positivo,92
its1spadafora,"Cali, Colombia","#Anonymous

Ha tumbado la página del ejército de COLOMBIA https://t.co/7tyWdXeASw",Positivo,65
Democratico20,Ciudadano universal ,"Esto es vandalismo, esto es #terrorismo, esto no es un #paro legitimo, esto es la fuerza criminal que está detrás d… https://t.co/yjaASgfoQ8",Negativo,61
drvacuman,,#MasacreEnColombia #FuerzaCOLOMBIA #NosEstanMatando #NosEstanMasacrando #NosEstanAsesinando #ColombiaSOS… https://t.co/6h1FGKbjes,Positivo,65
ImpactoMundo_,Colombia,"#ÚLTIMAHORA | Circula en las redes sociales un video supuestamente emitido por la organización #Anonymous Colombia,… https://t.co/HhRnqh0wEV",Positivo,68
ResistenciaCo28,Colombia,#Anonymous por favor no vas a hakear #datacredito te lo pedimos 😉😉 amén,Positivo,68
otravezcamilo,"Polombia, America del sur","Les propongo un sueño #Anonymous 
I propose a dream @YourAnonCentral https://t.co/VjLfLUQNLf",Positivo,68
Cherry01091,,"#Anonymous
 Cuando Anonymous empiece a sacar los trapitos sucios del gobierno https://t.co/imUStkTMgv",Positivo,54
el_andresh,"Bogotá, D.C., Colombia",#Anonymous ya hizo más que muchos.,Positivo,53
Quiensoy999,,#Anonymous #SOSColombiaDDHH  lo veo y no lo creo https://t.co/rODM4e9GW0,Positivo,56
anduendemed,,CamilaGuerreo3 Todos a seguirla #anonymus #Anonymous #ParoNacional4M #UribeGenocida #NosEstanAsesinando #NosEstanMasacrando,Positivo,61
juligarciaco,Pereira,¿Para cuándo los portales de RCN y Paracol? #Anonymous,Positivo,60
charis_3,,Javeriana #JAVERIANXSCONELPARO #SOSColombiaDDHH #Estudiantes #ParoIndefinido2021 #MasacreEnColombia #Anonymous https://t.co/BAppwidDNn,Positivo,62
edylp_6,Colombia,Anonymous ha hecho más que el mismo gobierno de duque #Anonymous https://t.co/B5PGV8beWn,Positivo,55
brannfonseca,,"#MasacreEnColombia 
#MasacreEnCali 
#NosEstanMasacrando #SOSColombiaDDHH 
#SOSColombiaEnDictadura 
#FuerzaCOLOMBIA… https://t.co/DrE9xrXsXL",Positivo,65
ketty12603473,colombia-EEUU,"https://t.co/aJyx06towN

#Anonymous #cancelemosauribe #UribeParaco para los de #NoAlParo métase su hashtag por el c… https://t.co/JURAJUn57W",Positivo,67
HighAnonymousCO,,Base de datos de Minambiente Colombia [https://t.co/uWbIpMpvIl] totalmente accesible por una grave vulnerabilidad… https://t.co/4ugrUorbAN,Positivo,60
cali_en_vivo,,"⚠️🔴 En la madrugada de este martes, el grupo de hackers Anonymous, conocidos mundialmente por su ciberactivismo, pu… https://t.co/hsMhxV2lhj",Positivo,67
PulixlealHyukie,"Ibagué, Tolima","¡ESTÁN RESTRINGIENDO LOS MEDIOS DE COMUNICACIÓN ALTERNOS QUE ESTÁN HABLANDO CON LA VERDAD!

#NosEstanAsesinando… https://t.co/tBxwxlKDB9",Positivo,64
JaramilloSebasr,Colombia - Mexico,"#Anonymous no creía que fueran ellos, pero ya dedicado un Tweet desde un perfil de mas 5.8M seguidores, ya es fuent… https://t.co/4OZILdKxA5",Positivo,70
Angie_C26,,#Anonymous @AnonymousOpCOL Por favor 🙏🏼 https://t.co/g0gDujU2bZ,Positivo,70
ElUniversalCtg,"Cartagena, Colombia",A través de la cuenta de Twitter Anonymous Colombia compartió un listado de 168 cuentas distintas de integrantes de… https://t.co/k3Ixk06YWy,Positivo,62
MalaMiaSiempre,"Manizales, Caldas",Gracias #Anonymous,Positivo,94
LealYoryi,Colombia,"@estebanosoriop6 @AnonymousOpCOL Tanta verdad en un solo video, si existieran mas personas así como #Anonymous, que… https://t.co/aRffgfCDyF",Positivo,59
ResistenciaCo28,Colombia,#Anonymous por favor hakear a #hambrientoangulo que es el culpable de la pobreza en Colombia. Y su lavadora de dinero el #grupoaval,Negativo,50
erenkun05, Bogotá,"#Anonymous revela correos y contraseñas de miembros del Ejército n la madrugada de este martes, el grupo de hackers… https://t.co/kDZRhqUQ5I",Positivo,66
juanpagarza8,"Santiago, Chile","Mensaje de Anonymous al gobierno colombiano, amenaza con ciber ataque en caso de no cesar ataques a los civiles.… https://t.co/LaLg18dPgL",Negativo,69
La_Pola3,Colombia,#Anonymous como los amo!! 🇨🇴🇨🇴,Positivo,65
gold3n_hxrry,El mierdero de Colombia,@Carovm99 @nununu_09 Ay ojalá no hagan nada de eso ni saboteen en Twitter #PrevencionyAccion #Anonymous #Colombia https://t.co/0vCX5eiPdl,Positivo,67
ivangranadosrom,,Link correos militares #Anonymous https://t.co/FE7LuBNwtX,Positivo,66
dieuryuki,𝐌𝐢 𝐏𝐮𝐭𝐚 𝐂𝐚𝐬𝐚,"Los tombos no son huevones, son unos malditos psicópatas. Sabiendo que no van a salir beneficiados de esto, sabiend… https://t.co/geZjqTBfO3",Positivo,60
LlamasDuvan,,"#Anonymous gracias por apoyar a nuestra querida colombia  
llego el momento de destapar la olla PODRIDA",Positivo,86
SOYDONZETA,"Boston, England","QUE MIS IMPUESTOS NO SEA EL SUELDO DE ASESINOS.
¡YO ME UNO!
#Anonymous",Negativo,72
ec_estu,Colombia,"El grupo de hackers conocidos a nivel mundial por su ciberactivismo, aparece con un video en el cual culpa al Gobie… https://t.co/hvwGjLwhHO",Positivo,56
brannfonseca,,"#MasacreEnColombia 
#MasacreEnCali 
#NosEstanMasacrando #SOSColombiaDDHH 
#SOSColombiaEnDictadura 
#FuerzaCOLOMBIA… https://t.co/cQ0vhodYDr",Positivo,65
FreddyCastel,Bogotá,Falso lo de #Anonymous Pagina Wikipedia del Glorioso Ejército Nacional de Colombia https://t.co/FISzWSQSfk,Positivo,60
Ronis0521Smick,"Bogotá, Colombia",Aqui estan los que apoyamos a #Anonymous 👇👇👇👇👇👇👇 #SOSColombiaDDHH #SOSColombiaEnDictadura #ResisteColombia,Positivo,61
otravezcamilo,"Polombia, America del sur",el activismo de #Anonymous es brutal! https://t.co/j17UKeKOnL,Positivo,62
DaFranVer,,"Primer logro por parte de anonymous y de la resistencia, ahora vamos por todos los medios de comunicación chimbas d… https://t.co/iDGI3sHxAc",Positivo,71
SOYDONZETA,"Boston, England",#ATENCION || @AnonymousOpCOL  siente la necesidad de desenmascarar los planes Orquestados por el Gbno genocida 🚨‼️… https://t.co/zyfbhDZl3n,Positivo,63
Nicols71487938,Bogotá Colombia,Ahora es el turno de caracol y RCN #SOSColombiaDDHH #Anonymous @AnonymousOpCOL https://t.co/U1oLj4babK,Positivo,68
NauterFuck,,Ahora apareció #Anonymous JAJAJAJAJAJA @NacionalistaVe5,Positivo,64
ANDYGTYT1,Guatemala,"#Anonymous   Wikipedia hacker
 #Anonymous  #anonymus #Colombia https://t.co/FVOjb1Phes",Positivo,64
ingcavh,,Han hecho más lo kpopers en 1 semana que los de #Anonymous en todos estos años. Mis respetos y agradecimiento para ellos.,Positivo,61
juandiegoGamer,,Boludo apoyo el paro acá en Colombia y todo pero eso de #Anonymous si saben que no existe? Lo de la pagina del ejér… https://t.co/i4kRmtdhkY,Positivo,51
solo_hueso,,Anonymous bajo la página del ejército de #Colombia debido a los abusos y asesinatos contra civiles desarmados.… https://t.co/CCWFWlDiI4,Positivo,52
brannfonseca,,"#MasacreEnColombia 
#MasacreEnCali 
#NosEstanMasacrando #SOSColombiaDDHH 
#SOSColombiaEnDictadura 
#FuerzaCOLOMBIA… https://t.co/BLwJhhZhub",Positivo,65
editsdetodos_12,,Esmad y policía agrediendo y capturando civiles #Anonymous #SOSColombiaDDHH #SOSColombiaEnDictadura… https://t.co/TxJuVM8bS7,Positivo,63
allisonmedram,Madrid - España,Que heavy todo esto #Anonymous,Positivo,58
Camilolz,Colombia,"Si lo de los correos del ejército y #Anonymous  es cierto, la nula capacidad del gobierno es inimaginable. ¿El ejér… https://t.co/WXrI82vO6d",Positivo,58
martinezsebas02,Colombia,Que me ayude a mi en la educación llevo un año intentando entrar a una universidad y nada #Anonymous https://t.co/6tcQOY0E6n,Positivo,67
DayerlinPMM,"Caracas, Venezuela",Para cuando #Anonymous  saldrá por Venezuela?,Positivo,58
ANDYGTYT1,Guatemala,"#Anonymous 
n medio día hizo más que Duque en todo su gobierno, increíble #Anonymous",Negativo,50
yeinercometa,"Cali, Colombia",Yo anotando la contraseña de la tesorería del listado de cuentas del ejército que publico #Anonymous https://t.co/vwzJLeqSHU,Positivo,54
colombialiveme,Madrid cundinamarca ,#Anonymous #NosEstanMatando #ColombiaEnAlertaRoja ¡NO MAS! https://t.co/b2UyHIR2AF,Positivo,68
_Andrea_7_,,"Si nos están escuchando NO PAREN #ANONYMOUS EN 48 HORAS SI NO PARAN LA ORDEN, ENTRARA EN NUESTRO SISTEMA, UTILICEN EL #SOSColombiaDDHH",Positivo,63
Edison_Smith_,,Que Anonymous intercepte la transmisión del programa de Porky a las 6 y revele cosas 😮😯🤯  #Anonymous,Positivo,59
_fallingxwalls,,Duque viendo el hackeo por parte de #Anonymous : https://t.co/jqHCi6LfPp,Positivo,69
DiiaanaN901,,"@CaliWebCo ¿ven como están los policías? quietos, parados mirando, que lo que quieren generar son miedo y terror a… https://t.co/eu2NiucnJE",Negativo,64
Alaniiis666,The Moon,"Según Wikipedia sobre el ejército de Colombia, grande 

#Anonymous #SOSColombiaDDHH #ColombiaEnAlertaRoja… https://t.co/zY5O4LtAuR",Positivo,73
ANDYGTYT1,Guatemala,"#Anonymous
Que extraño suceso, ahora que #anonymous reveló todo esto ya no hay información disponible sobre esta pá… https://t.co/WyXKmOmBW4",Positivo,69
Jessica_Hsuarez,ARMENIA... ,"Y por fin se están pronunciando, BIEN #Anonymous ERES GRANDE !! 👏🏼👏🏼🆘🌎🇨🇴 Ahora todo el mundo se dará cuenta de lo q… https://t.co/CWAv1K9GBy",Positivo,84
JhonAlexanderGH,Colombia,#Anonymous declara guerra contra el gobierno de Iván Duque #SOSColombiaDDHH #ColombiaEnAlertaRoja https://t.co/XdYCPxZi27,Negativo,51
Yongimenta,Colombia,"Me siento feliz al ver el apoyo que nos brindan a Colombia.
#Anonymous
#FuerzaCOLOMBIA https://t.co/3VexBoFkja",Positivo,85
DoklaM12,"Medellin , Colombia.",#Anonymous ciérrele todas las redes al abuelo cansón de Álvaro Uribe Vélez por fa.😊🙏,Positivo,70
victorhjulian,"Popayán, Colombia","@ContraGodarria No se amos así con el Tino es una persona de bien intachable un ídolo un hombre pulcro..... Etc
Pas… https://t.co/E5NCUlnJnE",Positivo,72
Bichota333,,#SOSColombiaEnDictadura #Anonymous #Cali #ColombiaSeRespeta #ColombiaAntiUribista #ColombiaSOS #Prayforcolombia… https://t.co/MNwTNASlEZ,Positivo,64
FerLope64990939,,"Que se armen los p1nch3s Ching4d4s0s 
Duque guerra querias, guerra tendras.
#SOSColombiaNosEstanMatando… https://t.co/j0u08jqApS",Negativo,50
alfredovelazco,Ecuador,#Colombia grupo #Anonymous hackea página del Ejército de Colombia y revela correos y contraseñas de miembros de la… https://t.co/SneKLZpyFl,Positivo,67
LauAReyes,Colombia,Ahora si se prendió esta vaina😎 #Anonymous,Positivo,60
ResistenciaCo10,,"En facebook silencian y tapan la verdad sobre mi país, Colombia sufre y da la lucha SI ME TUMBAN LA CUENTA QUE SEA… https://t.co/i700no3tUV",Positivo,63
AlejahArias,En el platanal,Los uribistas re intensos con petro bebé en twitter sin asimilar que #Anonymous hermoso le hackeó la pagina de las… https://t.co/h23t7xmhDL,Positivo,70
BotSteven22,,"""Quiero vivir sin miedo en un país en paz. Ojalá seamos capaces de crearlo porque lo cierto es que construirlo nos… https://t.co/hlYt9Zr1i3",Positivo,60
C_ArturoMendez,"Bogotá, D.C., Colombia","No podemos ser indiferentes ante esta atrocidad, el estado asesino debe responder.
#DuqueRenuncie #DuqueDictador… https://t.co/bc3U8Ehzae",Positivo,50
manuelarrietaa,"Bogotá, D.C., Colombia","Eres la mondá, thanks for the favor!  #Anonymous",Positivo,74
anamariaas4,Your heart,"#Anonymous tiene todo mi respeto y admiración, tremendx crack",Positivo,62
leidychibe,"Tunja, Colombia",Que  #Anonymous se ponga la diez y borre algunas deudas del ICETEX ....  #Anonymous 🔥❤️🇨🇴,Positivo,53
ResistenciaCo10,,SI ME TUMBAN LA CUENTA QUE SEA POR ALGO BUENO #duqueparelamasacre  #ColombiaAlertaRoja  #UribeDioLaOrden  #Anonymous  #resistencia,Positivo,68
DaniGillet,Colombia,"Anonymous regresa al país y hackea redes y correos del Ejército
#ParoNacional4M #Anonymous https://t.co/JThbqciHx4",Positivo,65
imparcialsoloc2,,#MasacreEnColombia #FuerzaCOLOMBIA #NosEstanMatando #NosEstanMasacrando #NosEstanAsesinando #ColombiaSOS… https://t.co/9u5NCvRmO2,Positivo,65
VUCviviana,"Manizales, Caldas ",#Anonymous Hakie toda la información para poder desmantelar este Narcoestado!,Positivo,63
Dacs01211670,"Bogotá, D.C., Colombia","@YourAnonCentral @AnonNews_Col @IvanDuque Señores #Anonymous  nos podrian colaborar con las cuentas de facebook , T… https://t.co/z1lB8Kp5hU",Positivo,65
JonyerM,Colombia🇨🇴,Esto apenas empieza 🇨🇴❤️✊🏽#SOSColombiaDDHH #Anonymous #NosEstanMatando,Positivo,66
Jimenezyeferso3,,"Lo que pasa en Colombia es tendencia en Twitter en toda Latinoamérica Puño alzadoBandera de Colombia

#Colombia… https://t.co/xZsVgsgzPC",Positivo,69
GiovannyEsteba7,,"Somos #Anonymous , Somos legion

Yo: https://t.co/DtSTWyPtmK",Positivo,64
ElKewinsky,"Bogotá, DC, Colombia","Son solo unas ""manzanas podridas"" nos dicen #Anonymous #ParoNacional4M  #SOSColombiaDDHH #ColombiaEnAlertaRoja",Negativo,47
CanceladoHDP,,"@RevistaElClavo No es un solo hacker, es una organización no oficial a nivel mundial conformada por quienes imparte… https://t.co/x6mUKRF6MW",Positivo,58
Otra_Gemela,Colombia,"Yo cuando veo que los de #Anonymous pronunciarse sobre lo que está pasando en Colombia
#SOSColombiaDDHH… https://t.co/iMH8LMYOIc",Positivo,62
noc0ps,,"El mundo entero nos esta escuchando no pares de luchar Colombia
✊🇨🇴
#Anonymous https://t.co/GG1soDOt4m",Positivo,70
JuliAndres68,"Bogotá, D.C., Colombia","mannn lo veo y no lo creo que chimba ahora a esmantelar RCN Y CARACOl 
#Anonymous https://t.co/T0ac1jPFxU",Positivo,60
Johan49247139,,Este sujeto esta incitando a la guerra porfavor difundir y denunciar toda clase de delincuencia en el pais.… https://t.co/BnO5u6SWlH,Positivo,51
Ronis0521Smick,"Bogotá, Colombia","El gobierno más asesino que nunca se metió con la generación que no le teme #SOSColombiaDDHH, vamos hpta.

#Anonymous #ResisteColombia #",Positivo,51
rjbelceb,Ipiales - Nariño,Buena #Anonymous buena K-popers a la bodegas uribistas les falta calle.,Positivo,63
sebastiangz18,"Bogotá, D.C. Colombia","@YourAnonNews Hola hermoses, queríamos saber si pueden dar su mensaje por tv nacional, mucho mejor en la hora del s… https://t.co/5LCYkhDyTM",Positivo,74
GenioParado,Bogota,"Entre #Anonymous los #Kpoperos (me disculpan si no se escribe así), el profesor de #MariaCamila y #DuqueTV van a lo… https://t.co/MnrCRed00s",Positivo,58
Lewis_Nafer,Dystopic World,#Anonymous como siempre unos basados.,Positivo,64
anrosan29,CALI  (COLOMBIA),El pueblo colombiano y el mundo necesita saber la verdad sobre el gobierno fascita que se ha encargado de sumir a l… https://t.co/Vt6WbxABjw,Positivo,66
Me_llaman_jota,Manizales - Colombia,"Navegación anónima para doomies. 
Les presento la navaja suiza de las VPN'S.
""All in 1 VPN"".… https://t.co/dSs83d7636",Positivo,67
luzsan101,"Risaralda, Colombia",#Anonymous #UribeSeAsusta De la misma manera en el sentido contrario.,Negativo,48
MelyLatinGirl,"Soledad, Colombia","‼️🚨DIFUNDIR URGENTEMENTE 🚨‼️@AnonymousOpCOL  VIENEN AL RESCATE 🚨‼️✊🏻🇨🇴
Colombia sigue en lucha ✊🏻🇨🇴
#Anonymous… https://t.co/Iz7xSq9rai",Positivo,57
JuanSeb81747368,,Recuerden que la violencia comenzó el día que el genocida @AlvaroUribeVel dio la orden de atacar el pueblo. El cánc… https://t.co/x2K1PNnkly,Negativo,49
SoscolombiaN,,"NO MAS VIOLENCIA POR PARTE DE LA POLICIA, LA GENTE SALE DE FORMA PACIFICA Y LLEGA LA POLICA Y ABUSAN DEL PODER QUE… https://t.co/wSN0ly6OOl",Negativo,54
Cv_evangelista,,"No creen en los actos de violencia pero si que estos van a ayudar, por favor dejen de vivir en un burbuja. #Anonymous",Negativo,53
DaviidGuzmaan1,"Palmira, Colombia",Ojala a #Anonymous no se le vaya a ocurrir tumbarle la cuenta a @AlvaroUribeVel. https://t.co/I8KsMWfXnz,Positivo,63
Alcadima,Pereira,"#Anonymous gracias, gracias, gracias pir apoyarnos.
#SOSColombiaDDHH 
#SOSColombiaEnDictadura",Positivo,95
petercamachoc,,🇨🇴 #Anonymous  Podemos decirlo con seguridad el Uribismo tiene las horas contadas!!!!!! Por no decir el mejor aliad… https://t.co/m4ucV3S8lP,Positivo,78
Dacs01211670,"Bogotá, D.C., Colombia","@worldhopebtspap Rcn ,caracol ,las cuentas de facebook y Twitter de Uribe y el centro democratico ...... Lo que hay… https://t.co/T2GqVWbP88",Positivo,69
julian_vasquez_,Barrancabermeja,De puro chisme intenté entrar a la página del @COL_EJERCITO y si está caída. JAJAJAJAJAJAJAJAJAJAJAJAJA #Anonymous,Positivo,60
dieuryuki,𝐌𝐢 𝐏𝐮𝐭𝐚 𝐂𝐚𝐬𝐚,"El ESMAD después de una masacre be like:
#DuqueAsesino #FuerzaCOLOMBIA #SOSColombiaNosEstanMatando #DuqueRenuncie… https://t.co/BrN9WTJkfX",Positivo,64
VillaRealista,Colombia,Y pensar que todo empezó desde esta pregúnta!  #SOSColombiaDDHH #ParoNacional4M  #Anonymous #FuerzaCOLOMBIA… https://t.co/yL2IHmRogD,Positivo,63
mrplataoficial,,"Seamos radicales, que se continúe en pide le lucha ! #SOSColombiaDDHH #ColombiaEnAlertaRoja #EstadoAsesino… https://t.co/XLuvfvtx87",Positivo,53
Lil2003lie,,"#Anonymous #SOSColombiaDDHH #fuerzaColombia
""MALDITO EL SOLDADO QUE EMPUÑE SU ARMA CONTRA SU PUEBLO""",Positivo,55
JaramilloSebasr,Colombia - Mexico,"@Valenti64597363 @KatSAYOHA Pienso que, si fuese #Anonymous  hicieran un golpe más contundente y no les dieran tiem… https://t.co/u13i77fxyA",Positivo,59
NATALIA40176126,Colombia ,"Ya estamos cansados de este uribismo.
#SOSColombiaDDHH 
#ApoyoAlEsmad 
#Anonymous 
#UribeTieneLaRazon… https://t.co/lC2AkOVQ8R",Positivo,64
impsogni_51,"Mosquera, Colombia","#Anonymous a las 6pm hay un programa de mierda donde manipulan y disfrazan toda la realidad, y lo peor es que la ge… https://t.co/lNLHGtYhqK",Negativo,48
jenniferlemus_,colombia,"https://t.co/wlWMpadCXv
#Anonymous  apoyando este grito de indignación.",Positivo,62
bryann17_music,,"#Anonymous hackeo la pagina del ejercito como apoyo por los hechos que están sucediendo en el país, además,  filtro… https://t.co/iZzZDuvVNs",Positivo,74
5hitF4c3,Un barrio muy sano,#Anonymous El asesino a cargo de limpiar la ciudad de Cali; quieren llenar de miedo a la gente para que no salgan a… https://t.co/mke8O3FJ9O,Negativo,53
DaniMtz39167307,,"Lo cambiaron! 

#Anonymous https://t.co/CJXfbYMpIv",Positivo,64
luzsan101,"Risaralda, Colombia","#Anonymous No era a el ejercito era un toque mas arriba, pero en la cara.",Positivo,53
leightonpertuz,"Riohacha, Colombia",Ufff eso es lo que s ok n #Anonymous #ColombiaEnAlertaRoja #ColombiaResiste https://t.co/Cdv7pI6wLC,Positivo,65
LunaFer29661085,,Gracias #Anonymous que el mundo se entere de la masacre cometida en Colonbia https://t.co/aeccfkKJ4Z,Positivo,86
Maikelhxc,🇨🇴 🌋,"El uribismo está asustado

Los militares se unen al pueblo, el imperio parece que va a caer 

#Anonymous… https://t.co/QYiTDC4G3X",Positivo,51
AngelaGicelly,"Cali, Colombia. ",#Anonymous como defensor del pueblo hace más encontrándose en otro país que nuestros mismos gobernantes.,Positivo,52
IIncorrectos,,"#Anonymous @AnonymousOpCOL deberian bajar las bases de datos de las deudas del icetex y datacredito, que les dan a… https://t.co/sdpJ27Oawi",Positivo,52
Unafernanda20,Bogota ,"#Anonymous 
Efectivamente compañeros! 
Que se consideren de los que estamos en data crédito jajajaja *broma* guiño… https://t.co/W58El5HK5X",Positivo,67
AlisonOlaya,,#Anonymous debería de hackear ya la cuenta del señor paraco https://t.co/gD8ncd0OSL,Positivo,62
aleja013191,,"Mk Anonymous haciendo de las suyas te amamos, Qué todos sepan lo qué está pasando en colombia 🇨🇴 no nos vamos a que… https://t.co/tnQGzGGQmF",Positivo,69
Miguel102966,"Tauramena, Colombia","Si nos están escuchando NO PAREN #ANONYMOUS EN 48 HORAS SI NO PARAN LA ORDEN, ENTRARA EN NUESTRO SISTEMA, UTILICEN EL #SOSColombiaDDHH",Positivo,63
IIncorrectos,,"@RevistaSemana #Anonymous @AnonymousOpCOL deberian bajar las bases de datos de las deudas del icetex y datacredito,… https://t.co/pMKoRAmfwv",Positivo,55
noc0ps,,"Que el Uribismo y el facismo en Colombia NO  los engañe el mundo entero nos esta apoyando.

#ColombiaResiste… https://t.co/52SELoiodt",Positivo,68
gisela_verona,"Valle del Cauca, Colombia",Gracias #Anonymous JAAJA esto son ellos @COL_EJERCITO https://t.co/aU8Bluwst9,Positivo,87
Cristian_acost2,"Cali, Colombia","Genta salada y los manes que estaba haciendo las vueltas en el batallón JAJAJAJA
#Anonymous
#SOSColombiaDDHH",Positivo,60
LauraDe_28,"Bogotá, D.C., Colombia",Confío más en #Anonymous que en la puta policía.,Positivo,55
luzsan101,"Risaralda, Colombia","#Anonymous Anonymus es todo en este momento todos estan mirando hacia aqui, no somos uno somos todos.",Positivo,64
Daniela51395284,,"Nos están matando y me duele en el alma mí país 💔 
#soscolombia
#caliestamoscontigo
#ParoNacional4M 
#Anonymous",Positivo,50
Egr91081701526, Colombia,"Asi nos tienen ahora mismo en colombia.. 
#anonymous #ParoNacional4M #ParoIndefinido2021 #NosEstanMatando https://t.co/teLWnK0mTG",Positivo,65
Carovm99,colombia,"Ojalá no vayan a sabotear el programa de prevención y acción, hackear cuentas de Twitter, o páginas de la policía n… https://t.co/BZ9npfIdxT",Positivo,66
MamertoResentid,,#Anonymous los amo! https://t.co/25AtAo2yUS,Positivo,68
davidrramz,"Marinilla, Colombia","Estos manes son los verdaderos héroes de la patria!

#SOSColombiaDDHH 
#SOSColombiaEnDictadura… https://t.co/bP1zn2pmQl",Positivo,65
itsnana08,,#Anonymous  puedes? Puedes? Puedes? ✨✨✨ https://t.co/wM2qVdz4TC,Positivo,73
wcoronell,"Barraquilla, Colombia",#Anonymous borra los datos de #datacredito,Positivo,51
Otrousuariomsd1,,Estoy como enamorándome de #Anonymous. Gracias por unirte a la causa. ¡Sos grande!,Positivo,89
Ronis0521Smick,"Bogotá, Colombia",Que quieren que revele? #Anonymous,Positivo,57
djivan66,CuCuTa,La Lucha continúa ✊✊🇨🇴 #Anonymous,Positivo,50
JuanJosDavidGm1,,"@matteomejiaR #Anonymous  esos correos y códigos son falsos, intenté entrar pero no sirve",Positivo,56
XimenaRob,,¿Para cuándo #Anonymous interrumpe el programa de @IvanDuque??  Eso sería memorable!! https://t.co/aUDJ9WExjf,Positivo,70
LunaFer29661085,,"#SOSColombiaDDHH  #SOSColombiaNosEstanMatando  #SOSColmbia  #Anonymous
Por favor difundir, en Cooombia nos esta mat… https://t.co/fIJtDxM3Jr",Positivo,68
Frankmorelo12,Colombia,"Ya que #Anonymous esta revelando correos del ejército... Por fa ayúdenme a recuperar la contraseña de mi primer correo, lo necesito URGENTE",Positivo,69
josebaezg,"📍Bogotá, Colombia 🚲 ","Lo que pasa en Colombia es tendencia en Twitter en toda Latinoamérica ✊🇨🇴

#Colombia #ColombiaResiste  #ColombiaSOS… https://t.co/VFvosFkSOg",Positivo,69
